"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2029914";"";"None";"563.71";"1";"4.93";"23f";"CN1CCN(C(=O)c2cc(Nc3ncc4cc(-c5cnn(Cc6ccccc6)c5)n(C5CCCC5)c4n3)cn2C)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"15.43";"0.28";"3.77";"9.77";"0";"CHEMBL2032821";"Inhibition of aurora A kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029209";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"0.002"
"CHEMBL3403010";"";"None";"367.41";"0";"4.38";"2d";"CN(C(=O)c1ccccc1)c1ccc2[nH]c(-c3n[nH]c4ccccc34)cc2n1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"20.40";"0.37";"3.11";"9.65";"0";"CHEMBL3406327";"Inhibition of human full length Aurora A by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3399927";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"0.032"
"CHEMBL3393493";"";"None";"491.60";"1";"5.24";"41";"CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cnc(Sc2nc3ccccc3[nH]2)s1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"10000.0"
"CHEMBL3393485";"";"None";"569.04";"1";"2.99";"33";"CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"14.46";"0.28";"4.71";"4.83";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"20.0"
"CHEMBL3393480";"";"None";"508.99";"2";"6.03";"28";"CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3cc(Cl)ccc3[nH]2)o1";"IC50";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"14.67";"0.29";"1.44";"6.61";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"34.0"
"CHEMBL3393473";"";"None";"492.53";"1";"5.52";"21";"CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3cc(F)ccc3[nH]2)o1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"15.89";"0.31";"2.30";"6.92";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"15.0"
"CHEMBL3393472";"";"None";"530.01";"0";"3.80";"20";"CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl.O";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"17.92";"0.34";"4.72";"6.82";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"3.0"
"CHEMBL3393468";"";"None";"402.48";"1";"5.20";"14";"O=C1CCCC2=C1C(c1ccc(Sc3nc4ccccc4[nH]3)o1)c1c[nH]cc1N2";"IC50";"'='";"377.0";"nM";"6.42";"";"";"UO_0000065";"15.96";"0.30";"1.22";"7.41";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"377.0"
"CHEMBL3393465";"";"None";"446.49";"0";"3.69";"11";"NC(=O)c1[nH]nc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1";"IC50";"'='";"2344.0";"nM";"5.63";"";"";"UO_0000065";"12.61";"0.24";"1.94";"3.95";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"2344.0"
"CHEMBL3393460";"";"None";"427.29";"0";"4.49";"6";"O=C1CNCC2=C1C(c1cccc(Oc3ccc(Cl)c(Cl)c3)c1)c1c[nH]nc1N2";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"14.56";"0.29";"1.73";"7.87";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"600.0"
"CHEMBL3393457";"";"None";"358.40";"0";"3.19";"3";"O=C1CNCC2=C1C(c1cccc(Oc3ccccc3)c1)c1c[nH]nc1N2";"IC50";"'='";"5082.0";"nM";"5.29";"";"";"UO_0000065";"14.77";"0.27";"2.10";"6.70";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"5082.0"
"CHEMBL3393455";"";"None";"284.29";"0";"1.53";"1";"O=C1CNCC2=C1C(c1ccccc1F)c1c[nH]nc1N2";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"17.62";"0.33";"3.48";"7.17";"0";"CHEMBL3396725";"Inhibition of poly-histidine tagged full length recombinant aurora A (unknown origin) assessed as phosphorylation of NuMA-histidine substrate by scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3392969";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"9800.0"
"CHEMBL1576310";"";"None";"405.46";"0";"3.37";"BAS 0345 0373";"CCOc1ccc2nc(NC3=NC(=O)CC(c4ccc(OC)cc4)N3)nc(C)c2c1";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1647308";"Inhibition of human recombinant His-tagged Aurora A kinase expressed in insect cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641488";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";"";""
"CHEMBL2170597";"";"None";"306.33";"0";"3.66";"BDBM87047";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3)n2)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"371058";"UO_0000065";"26.12";"0.48";"4.34";"9.18";"1";"CHEMBL3888080";"In Vitro Aurora A Activity Assay (DiscoverX): Reactions were carried out at room temperature in 15 mM HEPES buffer (pH 7.4) containing 20 mM NaCl, 1 mM EGTA, 0.02% Tween 20, 10 mM MgCl2, 5% (v/v) DMSO, and 2.3 nM Aurora A Inhibitor was added to the mixture, and the reaction was initiated by the addition of 75 uM ATP and 2 mM peptide substrate. All kinetic assays were performed in 384-well plates using a Wallac Envision 2102 plate reader (Perkin Elmer).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886566";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"10.0"
"CHEMBL463323";"";"None";"527.51";"2";"7.16";"10";"CNc1nccc(-c2cccnc2Oc2ccc(Nc3nc4ccc(C(F)(F)F)cc4[nH]3)c3ccccc23)n1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"14.78";"0.27";"0.64";"7.75";"0";"CHEMBL1120722";"Inhibition of Aurora A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155514";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"0.016"
"CHEMBL1084633";"";"None";"442.52";"1";"5.45";"11";"CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)NC(C)(C)C)c3ccccc23)n1";"IC50";"'='";"225.0";"nM";"6.65";"";"";"UO_0000065";"15.02";"0.28";"1.20";"6.58";"0";"CHEMBL1120722";"Inhibition of Aurora A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155514";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"0.225"
"CHEMBL1172716";"";"None";"345.40";"0";"4.35";"1q";"C[C@@H](O)CNc1ncnc2oc(-c3ccccc3)c(-c3ccccc3)c12";"IC50";"'='";"973.0";"nM";"6.01";"";"";"UO_0000065";"17.41";"0.32";"1.66";"8.45";"0";"CHEMBL1175882";"Inhibition of Aurora A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177739";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";"";"973.0"
"CHEMBL246167";"";"None";"355.32";"0";"4.54";"3c";"FC(F)(F)c1c[nH]c(-c2n[nH]cc2/C=C/c2cncc3ccccc23)n1";"IC50";"'='";"300.0";"nM";"6.52";"";"";"UO_0000065";"18.36";"0.34";"1.98";"9.29";"0";"CHEMBL922909";"Inhibition of aurora-A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4722";"Serine/threonine-protein kinase Aurora-A";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140656";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"0.3"
