"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4874826";"";"None";"305.34";"0";"3.02";"3";"CN(Cc1ccc2nccn2c1)c1nnc(-c2ccccc2)o1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4828159";"Inhibition of FLT3 (unknown origin) by LC-MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"";"";"4.0"
"CHEMBL4851329";"";"None";"396.45";"0";"4.39";"10";"Cc1ncccc1-c1ccc(-c2nnc(N(C)Cc3ccc4nccn4c3)o2)cc1";"IC50";"'='";"19952.62";"nM";"4.70";"";"";"UO_0000065";"11.86";"0.21";"0.31";"6.50";"0";"CHEMBL4828159";"Inhibition of FLT3 (unknown origin) by LC-MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"4.7"
"CHEMBL4873217";"";"None";"413.49";"0";"4.04";"21";"Cc1cc(-c2cnn(C)c2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1";"IC50";"'='";"63095.73";"nM";"4.20";"";"";"UO_0000065";"10.16";"0.19";"0.16";"5.43";"0";"CHEMBL4828159";"Inhibition of FLT3 (unknown origin) by LC-MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"4.2"
"CHEMBL4870528";"";"None";"438.50";"0";"3.91";"23";"Cc1cc(-c2c(C#N)nn(C)c2C)ccc1-c1nnc(N(C)Cc2ccc3nccn3c2)o1";"IC50";"'='";"25118.86";"nM";"4.60";"";"";"UO_0000065";"10.49";"0.19";"0.69";"4.55";"0";"CHEMBL4828159";"Inhibition of FLT3 (unknown origin) by LC-MS analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"4.6"
"CHEMBL4877912";"";"None";"438.50";"0";"3.91";"17";"Cc1nn(C)c(C)c1-c1ccc(-c2nnc(N(C)Cc3ccc4nccn4c3)o2)c(C#N)c1";"IC50";"'>'";"31622.78";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4828160";"Inhibition of FLAG-tagged MER (unknown origin) transfected in Cos-7cells assessed as phosphorylation level incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";"";"4.5"
"CHEMBL4846456";"";"None";"564.70";"2";"4.77";"30";"Cc1cc(-c2c(C)nn(C)c2C)ccc1-c1nnc(N(C)Cc2ccc3ncc(-c4cnn(CCN(C)C)c4)n3c2)o1";"IC50";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"13.64";"0.25";"2.93";"7.83";"0";"CHEMBL4828160";"Inhibition of FLAG-tagged MER (unknown origin) transfected in Cos-7cells assessed as phosphorylation level incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"7.7"
"CHEMBL4879190";"";"None";"561.69";"2";"5.47";"32; AZ14145845";"Cc1cc(-c2c(C)nn(C)c2C)cnc1-c1nnc(N(C)Cc2ccc3ncc(-c4ccc(CN(C)C)cc4)n3c2)o1";"IC50";"'='";"15.85";"nM";"7.80";"";"";"UO_0000065";"13.89";"0.25";"2.33";"8.35";"0";"CHEMBL4828160";"Inhibition of FLAG-tagged MER (unknown origin) transfected in Cos-7cells assessed as phosphorylation level incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"7.8"
"CHEMBL4873714";"";"None";"561.69";"2";"5.47";"33";"Cc1cc(-c2c(C)nn(C)c2C)cnc1-c1nnc(N(C)Cc2ccc3ncc(-c4cccc(CN(C)C)c4)n3c2)o1";"IC50";"'='";"31.62";"nM";"7.50";"";"";"UO_0000065";"13.35";"0.24";"2.03";"8.03";"0";"CHEMBL4828160";"Inhibition of FLAG-tagged MER (unknown origin) transfected in Cos-7cells assessed as phosphorylation level incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"7.5"
"CHEMBL4865752";"";"None";"447.93";"0";"4.69";"14";"Cc1nn(C)c(C)c1-c1ccc(-c2nnc(N(C)Cc3ccc4nccn4c3)o2)c(Cl)c1";"IC50";"'>'";"31622.78";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4828162";"Inhibition of FLAG-tagged FLT3 (unknown origin) transfected in Cos-7 cells assessed as phosphorylation level incubated for 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-7";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4825753";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"";"";"4.5"
"CHEMBL196363";"";"None";"375.46";"0";"4.89";"76";"Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"23.17";"0.44";"3.81";"9.36";"0";"CHEMBL882598";"Inhibitory concentration against FLT3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141091";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"2.0"
"CHEMBL572878";"TOZASERTIB";"2.0";"464.60";"0";"3.50";"9, MK-0457";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"16.19";"0.31";"4.02";"7.37";"0";"CHEMBL974020";"Inhibition of FLT3";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149823";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";"";"30.0"
"CHEMBL1807478";"";"None";"531.64";"1";"4.60";"8s";"O=C(Nc1cc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)n[nH]1)c1ccc(OCCN2CCCC2)cc1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"15.34";"0.29";"3.55";"7.00";"0";"CHEMBL1810165";"Inhibition of GST-tagged FLT3 expressing wild type kinase domain expressed in Sf9 insect cells after 4 hrs by Kinase-Glo assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806486";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3308860";"";"";"";"0.007"
"CHEMBL4084775";"";"None";"439.95";"0";"2.44";"42";"CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4ccccc43)/Nc3ccccc3/2)CC1.Cl";"IC50";"'='";"9.29";"nM";"8.03";"";"";"UO_0000065";"19.91";"0.37";"5.59";"11.61";"0";"CHEMBL4768775";"Inhibition of recombinant His-tagged human FLT3 expressed in baculovirus expression system using peptide substrate incubated for 30 mins in presence of ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765285";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.5 hr";"INHIBITOR";"";"9.29"
"CHEMBL4093032";"";"None";"469.97";"0";"2.45";"47";"COc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCN1CCN(C)CC1)C(=O)N2.Cl";"IC50";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"20.02";"0.37";"6.23";"11.06";"0";"CHEMBL4768775";"Inhibition of recombinant His-tagged human FLT3 expressed in baculovirus expression system using peptide substrate incubated for 30 mins in presence of ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765285";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.5 hr";"INHIBITOR";"";"2.1"
"CHEMBL1738710";"";"None";"449.84";"0";"2.77";"10";"Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1798633";"Inhibition of FLT3";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795201";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL602471";"";"None";"405.26";"1";"5.32";"(R)-3";"C[C@@H](Oc1ccc2ncc(/C=C/C(N)=O)cc2c1)c1c(Cl)ccc(F)c1Cl";"IC50";"'='";"32000.0";"nM";"4.50";"";"";"UO_0000065";"11.09";"0.23";"-0.83";"6.89";"0";"CHEMBL1066401";"Inhibition of recombinant Flt3 by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156877";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"32.0"
"CHEMBL1081198";"";"None";"503.49";"2";"6.07";"2";"O=C(Nc1cccc(-c2cn3ccnc3c(NCc3ccncc3)n2)c1)Nc1cccc(C(F)(F)F)c1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"11.32";"0.21";"-0.37";"5.92";"0";"CHEMBL1109428";"Inhibition of Flt3 after 1 hr";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"2.0"
"CHEMBL369303";"";"None";"322.28";"0";"4.33";"12";"O=Nc1c(-c2c(O)[nH]c3ccc([N+](=O)[O-])cc23)[nH]c2ccccc12";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"22.36";"0.41";"2.88";"5.79";"0";"CHEMBL1106056";"Inhibition of FLT3 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155384";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"0.062"
"CHEMBL1276127";"INDIRUBIN";"2.0";"262.27";"0";"2.66";"1";"O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1106056";"Inhibition of FLT3 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155384";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"10.0"
"CHEMBL271955";"";"None";"428.37";"1";"5.62";"37";"Nc1noc2cccc(-c3ccc(NC(=O)Nc4ccc(OC(F)(F)F)cc4)cc3)c12";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"17.67";"0.33";"1.95";"7.39";"0";"CHEMBL949291";"Inhibition of FLT3 by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142358";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"27.0"
"CHEMBL237570";"";"None";"467.59";"1";"6.02";"23";"COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4C)n3C)ccc2c1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL899829";"Inhibition of FLT3";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137478";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"30000.0"
"CHEMBL502835";"NINTEDANIB";"4.0";"539.64";"1";"3.62";"3, BIBF1120";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"14.06";"0.26";"3.97";"8.05";"1";"CHEMBL1018050";"Inhibition of human Flt3";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137777";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"26.0"
"CHEMBL3109356";"";"None";"436.49";"0";"3.65";"cis-27";"COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@@H]5F)c4n3)cnc2c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"19.24";"0.36";"4.75";"12.01";"0";"CHEMBL3111864";"Inhibition of FLT3 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3108676";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";"";"";"4.0"
"CHEMBL2436978";"";"None";"421.55";"1";"5.13";"1, URMC-099";"CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1";"IC50";"'='";"560.0";"nM";"6.25";"";"";"UO_0000065";"14.83";"0.27";"1.12";"12.27";"0";"CHEMBL2439142";"Inhibition of FLT3-L-stimulated wild type full length human FLT3 autophosphorylation expressed in MEF preincubated for 90 mins followed by FLT3-L stimulation measured after 5 mins by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1974";"Tyrosine-protein kinase receptor FLT3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434948";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"560.0"
