"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL550856";"";"None";"248.34";"0";"2.07";"7b";"Sc1nn2c(Cc3ccccc3)nnc2s1";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"18.68";"0.40";"2.57";"10.77";"0";"CHEMBL1061363";"Inhibition of CDK2/Cyclin A";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152892";"1";"Scientific Literature";"Eur J Med Chem";"2009";"None";"";"";"";"23.0"
"CHEMBL3642647";"";"None";"398.24";"0";"4.31";"BDBM105236";"Fc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1";"IC50";"'='";"11.0";"nM";"7.96";"";"224870";"UO_0000065";"19.98";"0.43";"3.65";"14.44";"0";"CHEMBL3705130";"In Vitro Kinase Assay: CDK2 kinase assays (either cyclin A or cyclin E-dependent) were performed in low protein binding 96-well plates (Corning Inc., Corning, N.Y.).";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639187";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";"";"11.0"
"CHEMBL269882";"";"None";"390.81";"0";"1.63";"77";"NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nc(Cl)c4c32)cc1";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"22.15";"0.45";"7.03";"6.08";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"2.2"
"CHEMBL1823639";"";"None";"379.89";"0";"4.36";"11";"O=C(NC(c1cccc(Cl)c1)C1CCNCC1)c1ccc2cnccc2c1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1825377";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"25.0"
"CHEMBL1809197";"";"None";"473.54";"0";"3.22";"9";"COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(OC)c(-c2cnc3ccccn23)n1";"IC50";"'='";"53000.0";"nM";"4.28";"";"";"UO_0000065";"9.03";"0.17";"1.06";"4.40";"0";"CHEMBL1811056";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806477";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"53.0"
"CHEMBL271843";"GW275944X";"None";"330.37";"0";"1.41";"C19";"Cc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"22.21";"0.44";"5.93";"6.46";"1";"CHEMBL661123";"Evaluated for inhibition of human cyclin dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137075";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"46.0"
"CHEMBL100811";"";"None";"458.36";"0";"4.03";"7";"CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3Br)ncn2)cc1";"IC50";"'='";"28000.0";"nM";"4.55";"";"";"UO_0000065";"9.93";"0.21";"0.52";"5.52";"0";"CHEMBL660783";"In vitro inhibition of Cyclin-dependent kinase 2 was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136191";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"28.0"
"CHEMBL48614";"";"None";"385.85";"0";"4.18";"5";"CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1";"IC50";"'='";"3970.0";"nM";"5.40";"";"";"UO_0000065";"14.00";"0.27";"1.22";"7.72";"0";"CHEMBL658935";"Inhibition of cyclin A activated Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135924";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"3.97"
"CHEMBL318188";"";"None";"379.46";"0";"3.27";"2";"CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccccc3)ncn2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL660783";"In vitro inhibition of Cyclin-dependent kinase 2 was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136191";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"100.0"
"CHEMBL1823635";"";"None";"393.46";"0";"3.85";"7";"COc1ccc(C(NC(=O)c2ccc3cnccc3c2)C2CCNCC2)cc1F";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1825377";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"25.0"
"CHEMBL1823637";"";"None";"455.99";"1";"6.03";"9";"O=C(NC(c1ccc(Cl)c(-c2ccccc2)c1)C1CCNCC1)c1ccc2cnccc2c1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1825377";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"25.0"
"CHEMBL1823641";"";"None";"397.88";"0";"4.50";"13";"O=C(NC(c1ccc(Cl)c(F)c1)C1CCNCC1)c1ccc2cnccc2c1";"IC50";"'>'";"25000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1825377";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821694";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"25.0"
"CHEMBL2442310";"";"None";"351.41";"0";"4.56";"5";"c1cncc(CNc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2446206";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440090";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"50000.0"
"CHEMBL1738710";"";"None";"449.84";"0";"2.77";"10";"Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1798620";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795201";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"10.0"
"CHEMBL185854";"";"None";"429.79";"0";"4.45";"15";"Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1Cl";"IC50";"'='";"102.0";"nM";"6.99";"";"";"UO_0000065";"16.27";"0.32";"2.54";"9.03";"0";"CHEMBL832429";"Inhibitory activity against Cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138729";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"102.0"
"CHEMBL1964256";"";"None";"400.49";"0";"2.75";"104";"CNS(=O)(=O)Cc1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"18.94";"0.38";"4.84";"7.57";"0";"CHEMBL661125";"Inhibitory activity against human cyclin-dependent kinase 2 (CDK2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134300";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"26.0"
"CHEMBL3354188";"";"None";"366.47";"0";"3.77";"7";"COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"19.37";"0.36";"3.33";"10.42";"0";"CHEMBL3375808";"Inhibition of CDK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351701";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"80.0"
"CHEMBL3980597";"";"None";"488.64";"0";"3.75";"BDBM253961";"CCC(C)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1";"IC50";"'='";"4540.0";"nM";"5.34";"";"441663";"UO_0000065";"10.93";"0.20";"1.59";"5.86";"0";"CHEMBL3889221";"Caliper Assay: Selected compounds disclosed herein were tested in CDK4/cyclinD1, CDK6/CycD3 CDK2/CycA and CDK2/cyclinE kinase assays by Nanosyn (Santa Clara, Calif.) to determine their inhibitory effect on these CDKs. The assays were performed using microfluidic kinase detection technology (Caliper Assay Platform). The compounds were tested in 12-point dose-response format in singlicate at Km for ATP. Phosphoacceptor substrate peptide concentration used was 1 μM for all assays and Staurosporine was used as the reference compound for all assays. Specifics of each assay are as described below:CDK2/CyclinA: Enzyme concentration: 0.2 nM; ATP concentration: 50 μM; Incubation time: 3 hr.CDK2/CyclinE: Enzyme concentration: 0.28 nM; ATP concentration: 100 μM; Incubation time: 1 hr.CDK4/CyclinD1: Enzyme concentration: 1 nM; ATP concentration: 200 μM; Incubation time: 10 hr.CDK6/CyclinD3: Enzyme concentration: 1 nM; ATP concentration: 300 μM; Incubation time: 3 hr.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886995";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";"";"4540.0"
"CHEMBL606426";"";"None";"363.71";"0";"3.67";"14";"COc1cccc2c1c(Cl)c([N+](=O)[O-])c1c(C(=O)O)cc(O)c(O)c12";"IC50";"'='";"16500.0";"nM";"4.78";"";"";"UO_0000065";"13.15";"0.26";"1.11";"3.68";"0";"CHEMBL1067148";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156890";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"16.5"
"CHEMBL102936";"";"None";"370.43";"0";"2.95";"18";"CS(=O)(=O)Nc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3c2)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661128";"Inhibitory concentration against cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136207";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"1000.0"
"CHEMBL84284";"";"None";"410.45";"0";"4.48";"7g";"CC(C)(C)OC(=O)NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O";"IC50";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"12.81";"0.24";"0.78";"5.52";"0";"CHEMBL658939";"In vitro inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136123";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"5500.0"
"CHEMBL1088613";"";"None";"382.47";"0";"3.51";"12";"Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4F)s3)cc12";"IC50";"'='";"104.0";"nM";"6.98";"";"";"UO_0000065";"18.26";"0.35";"3.47";"7.55";"0";"CHEMBL1104220";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"104.0"
"CHEMBL1080892";"";"None";"432.48";"0";"4.39";"14";"Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4C(F)(F)F)s3)cc12";"IC50";"'='";"198.0";"nM";"6.70";"";"";"UO_0000065";"15.50";"0.31";"2.31";"7.25";"0";"CHEMBL1104220";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"198.0"
"CHEMBL1080893";"";"None";"398.92";"0";"4.03";"16";"Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4cccc(Cl)c4)s3)cc12";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"19.48";"0.39";"3.74";"8.40";"0";"CHEMBL1104220";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154933";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"17.0"
"CHEMBL1276446";"";"None";"449.52";"0";"3.90";"1FVV (table 2)";"O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"17.80";"0.35";"4.10";"7.07";"1";"CHEMBL829240";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144417";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.01"
"CHEMBL245925";"";"None";"398.90";"0";"3.68";"10";"CCNC(=O)N1CCC(Nc2ncc(Cl)c(-n3ccc4ccccc43)n2)CC1";"IC50";"'='";"4443.0";"nM";"5.35";"";"";"UO_0000065";"13.42";"0.26";"1.67";"7.13";"0";"CHEMBL886373";"Inhibition of CDK2 by IMAP technology";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139954";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"4443.0"
"CHEMBL248176";"";"None";"398.90";"0";"3.88";"6";"CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1";"IC50";"'='";"1517.0";"nM";"5.82";"";"";"UO_0000065";"14.59";"0.28";"1.94";"6.77";"0";"CHEMBL886373";"Inhibition of CDK2 by IMAP technology";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139954";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"1517.0"
"CHEMBL2426389";"";"None";"467.38";"1";"5.97";"8d";"O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1";"IC50";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"15.48";"0.32";"1.27";"12.28";"0";"CHEMBL2427325";"Inhibition of human N-terminal hexahistidine-tagged CDK2 expressed in baculovirus infected Sf21 cells using histone H1 as substrate after 10 mins in presence of [gamma-32P]-ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424530";"1";"Scientific Literature";"Eur J Med Chem";"2013";"CHEMBL4106362";"";"";"";"0.058"
