"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL424125";"";"None";"394.56";"0";"4.73";"26";"COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"17.29";"0.32";"2.09";"27.36";"0";"CHEMBL670113";"In vitro binding affinity at human cloned Dopamine receptor D2 by [3H]spiroperidol displacement.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131412";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"150.0"
"CHEMBL92401";"IPRONIAZID";"4.0";"179.22";"0";"0.72";"IPRONIAZID";"CC(C)NNC(=O)c1ccncc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1586";"BECLOMETHASONE";"2.0";"408.92";"0";"2.17";"BECLOMETHASONE";"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1814790";"";"None";"403.86";"0";"3.67";"SCH 23390";"CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O";"IC50";"'='";"25.8";"nM";"7.59";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4709853";"Antagonist activity at human D2 receptor expressed in CHO-K1 cells assessed as inhibition of dopamine-induced calcium flux incubated for 60 mins at 37 degC followed by 15 mins incubation at room temperature and subsequent dopamine addition by calcium 4 dye based FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706549";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.25 hr";"ANTAGONIST";"";"25.8"
"CHEMBL1807829";"";"None";"516.52";"1";"4.18";"17";"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCNCCc3cccc(Cl)c3Cl)c2s1";"IC50";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"12.39";"0.27";"2.22";"6.57";"0";"CHEMBL1810621";"Binding affinity to dopamine 2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"6.4"
"CHEMBL1807873";"";"None";"500.45";"1";"3.46";"25";"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCOCCNCCc3cccc(Cl)c3Cl)c2s1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"11.39";"0.24";"2.24";"5.35";"0";"CHEMBL1810621";"Binding affinity to dopamine 2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.7"
"CHEMBL82884";"";"None";"314.47";"0";"3.39";"7-(S)";"O=C(NC[C@@H]1CCCN1CCc1ccccc1)C1CCCCC1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL672303";"Inhibitory concentration against binding of Dopamine receptor D2 by displacement of [3H]spiperone";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133417";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"1000.0"
"CHEMBL114484";"";"None";"355.87";"0";"4.54";"16";"Cc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1";"IC50";"'='";"480.0";"nM";"6.32";"";"";"UO_0000065";"17.76";"0.35";"1.78";"15.30";"0";"CHEMBL671072";"Inhibition of human dopamine receptor D2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"480.0"
"CHEMBL267930";"SPIPERONE";"2.0";"395.48";"0";"3.22";"BDBM21397";"O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1";"IC50";"'='";"2.56";"nM";"8.59";"";"410735";"UO_0000065";"21.72";"0.40";"5.37";"16.32";"0";"CHEMBL3888598";"Reception Binding Assay: Different concentrations (10^−5 M-10^−11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 μL liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886775";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3307715";"";"";"";"2.56"
"CHEMBL1628227";"DOXEPIN";"4.0";"279.38";"0";"3.96";"doxepin";"CN(C)CCC=C1c2ccccc2COc2ccccc21";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL86304";"MOCLOBEMIDE";"4.0";"268.74";"0";"1.40";"MOCLOBEMIDE";"O=C(NCCN1CCOCC1)c1ccc(Cl)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1518";"PROPYLTHIOURACIL";"4.0";"170.24";"0";"1.38";"PROPYLTHIOURACIL";"CCCc1cc(=O)[nH]c(=S)[nH]1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL1400945";"PREGNENOLONE CARBONITRILE ";"None";"341.50";"0";"4.26";"PREGNENOLONE-16ALPHA-CARBONITRILE";"CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL69451";"";"None";"483.44";"1";"5.39";"13";"O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1";"IC50";"'='";"92.0";"nM";"7.04";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL827419";"Mitogenic stimulation or antagonism of 30 nM quinpirole-stimulated mitogenesis in CHO cells expressing human dopamine D2 receptor";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139520";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3308072";"";"";"";"92.0"
"CHEMBL244562";"";"None";"497.43";"0";"4.46";"9";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2cccc(=O)[nH]2)cc1";"IC50";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL895651";"Antagonist activity at human dopamine D2 receptor expressed in HEK293 cells by mitogenesis assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148745";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"41.0"
"CHEMBL180010";"";"None";"481.43";"1";"5.16";"6, PG01037";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1";"IC50";"'='";"80.9";"nM";"7.09";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL895651";"Antagonist activity at human dopamine D2 receptor expressed in HEK293 cells by mitogenesis assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148745";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"80.9"
"CHEMBL38737";"THIOACETAMIDE";"None";"75.14";"0";"0.91";"THIOACETAMIDE";"CC(=N)S";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL110365";"";"None";"455.60";"0";"4.60";"7";"COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3c(c2)Cc2ccccc2-3)CC1";"IC50";"'='";"224.0";"nM";"6.65";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL895651";"Antagonist activity at human dopamine D2 receptor expressed in HEK293 cells by mitogenesis assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148745";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"224.0"
"CHEMBL1200558";"BACITRACIN";"4.0";"1422.72";"None";"None";"BACITRACIN";"CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL302183";"";"None";"349.41";"0";"3.00";"3a";"Fc1ccc(-c2cncc(CN3CCN(c4ncccn4)CC3)c2)cc1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"19.81";"0.36";"3.92";"15.33";"0";"CHEMBL671073";"Binding affinity to cloned human Dopamine receptor D2 expressed in A9L cells by [3H]spiperone displacement.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"A9L";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130912";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"120.0"
"CHEMBL541";"BENZOIC ACID";"4.0";"122.12";"0";"1.38";"BENZOIC ACID";"O=C(O)c1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909140";"DRUGMATRIX: Dopamine D2L radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL164792";"";"None";"395.55";"0";"3.67";"39";"COc1ccccc1N1CCN(CC[C@H]2CC[C@H](Nc3ncccn3)CC2)CC1";"IC50";"'='";"9.9";"nM";"8.00";"";"";"UO_0000065";"20.24";"0.38";"4.33";"14.96";"0";"CHEMBL670114";"The in vitro intrinsic activity was measured at DA D2 receptor by measuring its ability to increase [3H]thymidine uptake in CHO-K1 cells transfected with the Dopamine receptor D2";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131565";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3307512";"";"";"";"9.9"
"CHEMBL3113646";"";"None";"259.30";"0";"2.40";"20";"COc1ccc2oc(=O)c(CN3CCCC3)cc2c1";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3117964";"Antagonist activity at dopamine D2 receptor (unknown origin) expressed in HEK cells co-expressing Gqi5 assessed as inhibition of dopamine-induced effect by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112537";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"30000.0"
"CHEMBL5070958";"";"None";"365.53";"0";"2.61";"12a";"NCCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"13.75";"0.25";"2.42";"7.49";"0";"CHEMBL5048805";"Inhibition of dopamine D2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046278";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";"";"9.4"
"CHEMBL5082142";"";"None";"435.62";"0";"2.98";"38";"c1cnc2c(c1)CN[C@@H](CN(CCCCN1CCOCC1)[C@H]1CCCc3cccnc31)C2";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5048805";"Inhibition of dopamine D2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5046278";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"30.0"
"CHEMBL1807817";"";"None";"448.61";"0";"3.30";"5";"O=c1[nH]c2c(O)ccc([C@@H](O)CNCCSCCCOCCc3ccccc3)c2s1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1810621";"Binding affinity to dopamine 2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806408";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"6.0"
